idRestaurant,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade,idInspection
40936803,2015-02-03,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A,19411592-ec9e-4c0e-ad10-3c57c04666c8
41575838,2016-08-01,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,6c555ffc-e6aa-4a1b-b6ec-3781dc3b6232
41391103,2013-01-22,08B,"Covered garbage receptacle not provided or inadequate, except that garbage receptacle may be uncovered during active use. Garbage storage area not properly constructed or maintained; grinder or compactor dirty.",Not Critical,17,,39f04237-3fba-42c3-a2ee-9efa881bb00b
50036036,2016-06-13,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A,4b1f4685-2ceb-4eb6-afa6-ad9b32910081
41721738,2013-11-12,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,399c0382-9015-4007-b342-ab316749160b
41383548,2015-03-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,1ebaba32-d873-4410-8d40-a3458bbba998
41014384,2015-06-02,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,12,A,7df2dac0-176c-4b3a-bdca-e02bc13a1804
41448603,2014-02-26,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,13,A,562eb631-4855-4f3f-b0ca-c5f7cd4dac84
41346001,2013-11-07,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,ffc6414d-6c55-409c-a70a-969fd94ba1bf
41632066,2015-08-10,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,34,C,2d40cdaa-e22a-483b-bea1-f3de74804762
41563757,2016-09-16,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,921c115c-5e63-494f-b8ca-086aeefd511a
41471148,2015-09-17,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,12,A,e4f2ed84-ab0e-454c-8829-753a9eff73e1
41641295,2015-05-23,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,10,A,29ac944e-36fc-47f6-923c-2f1b7f95b6a1
41721343,2014-05-09,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,11,A,9be0a21a-2acb-4115-ba4e-d271d3ffddcb
40622601,2016-08-16,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,20,,0a13a4e7-e3bf-4155-bd82-972084ced124
50005059,2016-02-16,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,22,,1af5c990-71d6-4f4d-a1d0-d3136d914e39
50001356,2014-05-22,,,Not Applicable,0,,acbbf4d3-c5bd-4807-911c-b52ebf7bd6c8
50036447,2016-01-06,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,13,,96cdf392-f2c4-4c21-ac51-a201ca41dc97
41073604,2013-11-01,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,9ddd9c07-1a5c-468c-ba46-16ba167a7ceb
40617370,2015-04-09,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A,918bf32c-e7f0-42c1-8f8b-c8041ec0a4db
41300864,2014-06-03,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,b3ccdd4b-7fe5-4ccc-a79f-750f71624685
41437122,2014-10-20,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,9,A,055ebde4-e47b-4706-a58e-0f953d191754
41720707,2016-03-15,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,51,,9340ea97-de29-43c0-8990-9c2a8a229b75
50045888,2016-03-10,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,36,,340154a3-b8a7-4850-821c-232a8acbd75f
41416092,2014-09-23,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,20,,2e6daa1d-9373-4fec-ae20-f7220b83253e
41604442,2016-09-23,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,19,,06c864fd-a1d6-467f-bdd5-87a929b69e3e
50006191,2016-07-06,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,22d14c3e-311e-4edc-91d8-2ad0b3b50ff8
41553467,2013-03-18,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,41,,c2f17250-2e91-4071-8508-d6add77fcd41
41035487,2014-06-07,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,54,,be6b0517-3e43-4619-b7d7-817f5666b252
50019235,2015-04-21,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,16,B,ec6902ad-9168-4ff4-a128-333c31dc8ffa
41087075,2015-05-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,50,,649562ae-44ea-47ce-b3dd-648921252944
50012690,2014-10-14,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,10,A,5c44f69c-ce1f-4371-8745-c8b71d2278a0
50046429,2016-06-22,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,0c8c9623-e18a-40cc-9485-3be6b28c6ece
41462890,2015-11-18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,,024789c0-e22c-4cb0-8024-e983b98b6546
41663270,2015-07-29,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,2dcee90c-71b2-433b-a7f7-0e5c2c43ac5e
50008603,2014-07-22,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A,65cec1d8-304d-41a6-b91a-bdcaad632049
41689361,2014-02-12,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,16,B,38536f44-63c4-445a-ac88-61c20ef8a8f2
40563596,2013-01-23,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,11,A,2e689fdb-2f42-49e1-9fd1-8567c7071543
41502643,2014-01-30,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,0,,ea1a2859-1826-402e-85f9-87d70ad24713
50050447,2016-06-29,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,a8411ff6-936f-42bc-88bd-a7625324d2db
41236780,2013-10-02,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,545386bb-fdb9-4ed5-8014-2372ad8159e7
41640664,2013-06-20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,ce783257-12e6-4df0-a2d5-dae8b3034100
41334681,2014-12-22,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,11,A,b9242697-02ea-4ab7-85d1-86b1a34755d8
50006045,2016-08-05,15S,Flavored tobacco products sold or offered for sale.,Not Critical,0,,7f7223c5-0bec-4c7a-b9d8-fb3feaeab8e8
50055096,1900-01-01,,,Not Applicable,0,,3b1a291a-38bf-4d8a-9fe2-7e400eecdffa
41416119,2014-07-18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,487b1437-b90d-4775-9c17-29b6a856496d
41271417,2016-10-05,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,21,,4dc1f822-d949-41f1-b5fb-2bf967c836c6
41696147,2013-12-17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,A,6e755e86-2369-4f29-8974-c238d4cd6b71
40982663,2013-06-20,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,16e12b15-46f3-4234-bb2a-ad9e4c07ec50
41676577,2014-08-19,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,23,B,5c69f50c-736f-427d-9435-576dfae27742
50035433,2016-05-17,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,15,,7d9e20d8-3174-4569-b910-e19521763a05
41570383,2015-03-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,676e8f50-6fc0-4b93-b6d0-66dcce8a808c
50017897,2016-08-30,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,15,,48dd2d09-5430-4a7d-b28a-01023380edc4
41106644,2015-12-28,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A,002f8f6e-633d-4659-b2af-e9a966192cf5
40678235,2015-03-07,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,30b6af97-c61e-4746-8135-1a8d3f81ddc9
41618158,2014-06-10,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,17,,57b630e4-35ef-4865-9d97-c3180d9ecde5
41448070,2015-11-04,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,25,B,61a8c505-43af-46c4-a326-3c4dc48686a9
40990257,2016-01-21,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,17,,5023dcd9-f998-4f50-bc95-b019c8acc0c9
50002316,2014-12-01,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,0e5173f7-6ee9-40c5-8abb-fbab59d43289
50039514,2016-06-02,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,,11c72b5c-bbfc-417d-9f7b-22bf897604d3
50050281,2016-10-13,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,Not Yet Graded,cdbd923a-82ee-4560-b6a2-1369249aeb99
41629692,2016-09-29,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,29,Z,8af89c8a-3ee9-4fb9-a166-464c24ac2de1
50044130,2016-07-27,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,20,,8cb8de64-01b2-4e45-9da9-8ecbdf1b288b
41365079,2014-03-26,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,11,A,284a27a0-effc-4f52-bcee-4c3d5c40d0a8
41257259,2014-01-09,09B,Thawing procedures improper.,Not Critical,24,,16284aaf-6ec3-4b4d-a271-861a4ed70dfb
40858719,2016-02-17,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,d41d7619-acd7-4ae4-b5c1-5d22426c9c63
40483697,2015-11-05,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,4,A,992f9a1a-513e-4981-8ab6-5cbbe717532a
40554183,2016-10-04,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,72485ea1-33cc-48db-8d8e-e2d54a870d4e
50010708,2016-02-10,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,31,,5e6068e5-eab4-4b33-97cc-821e5770eedf
50053533,2016-09-20,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,30,Not Yet Graded,c301c5cb-fb1a-47ba-b0b6-2f56e28ea989
40692120,2013-10-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,21,,4349dc5f-748c-4bd4-86e7-01a54b4ebb63
41387345,2016-08-17,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,12,A,d55a6f5a-1ad0-4d5b-b4e2-c1db507a0d31
40741967,2015-10-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,32,,bdd7761e-917e-40ad-86a9-c0ebe8b07103
40398600,2015-05-18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,6,,a9caf421-5d34-45f0-a3ed-dfdc242a269c
40941320,2013-11-06,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,f9c7ad46-0d6f-4b8d-b38f-057b28b56f36
50018300,2015-10-09,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,277a75db-8e0a-41b6-9b6f-a27b04d9f182
50018710,2015-03-12,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,50,C,2e0f6e3f-587c-4e80-9a2e-7a1a2cfa06d6
40660816,2015-03-02,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,24,,b18eb5c2-f7f9-4a23-907f-9a66d64ea1ef
50019079,2015-05-27,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,4,,852020f9-e67f-4a6b-aa05-7ebfa22ee6a5
41532156,2013-10-30,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,25,,d6f8864a-be20-4a07-88e0-463bc4626805
41457158,2014-10-29,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,A,e8521a01-ef3b-4b45-b7de-3b8b97c94e37
41707090,2013-08-05,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,a30f75aa-d9eb-475a-bd5a-88c76f49f3bd
41688905,2016-03-02,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,6,A,bef5cc60-d678-4f03-a519-a863da343868
41223834,2015-01-20,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,52,,d39eedd5-ddc6-4508-bc62-032e91256ce9
50012185,2015-09-02,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,3fd26d32-e04f-48da-939e-777e8e0acf9e
50012363,2015-11-10,20D,"Choking first aid' poster not posted. 'Alcohol and pregnancy' warning sign not posted. Resuscitation equipment: exhaled air resuscitation masks (adult & pediatric), latex gloves, sign not posted. Inspection report sign not posted.",Not Critical,0,,6c785c44-1900-4015-a5e0-6e71b236f42c
41717554,2015-10-13,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A,d84ea6ee-f453-4b4d-b729-83ff68d8134e
41644127,2013-10-30,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A,8885c5f1-ad1f-4072-95a8-f2c3f2863b80
50010393,2015-05-13,04M,Live roaches present in facility's food and/or non-food areas.,Critical,17,,2f9c2455-3be6-4950-a727-24e5824a8acf
40395992,2015-07-24,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,f49030c7-3ab6-4016-9557-2c8ecb7423b4
41181390,2013-05-20,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,24,B,9f41655a-86ed-4e35-8037-281ea3392fd9
50000635,2016-02-18,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A,09e664d2-7c7f-42ca-b101-46f8b548b247
50033122,2015-02-10,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,81,,8eb5bd69-8974-407c-9048-9b2ffa9e801c
41458679,2013-12-06,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,,2206d2d4-f00f-4fa6-8731-b623ab299673
40399569,2013-02-11,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,16,,b6274675-e36e-4c39-adf5-fc14aa5362f9
41369239,2014-09-04,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,28,C,a7f282f7-840a-4661-ac85-c15e01bd3b6b
41633272,2016-09-27,22C,"Bulb not shielded or shatterproof, in areas where there is extreme heat, temperature changes, or where accidental contact may occur.",Not Critical,0,,e94fd95c-8469-4556-8803-f756362f24ee
50017976,2015-08-12,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,,d0d2ffb4-71c1-4edb-ac5d-a2e8b0d75c71
50003996,2015-04-27,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,11,A,26e23e9e-9253-42e9-abf5-0f6e4509e6dd
41722121,2013-07-08,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,0e06363a-4b91-4a61-89c0-f4ffbd9e8bd0
41577662,2013-11-23,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,,7b256351-d327-4ce0-a5ea-ec7d0115a3a8
40568953,2015-03-04,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,822be627-81a8-42eb-aac1-7d4088179a50
41700209,2014-01-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,917352f0-29cc-4e59-9c64-865df555f94d
40871170,2014-07-24,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,25,B,b946aef1-e9c3-4b2c-b556-7b4d8664182d
41387641,2016-05-28,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,14,,67f52ed5-37df-4eb5-84d1-a048b3468ac1
40880741,2016-06-03,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,2,A,bfbd030c-83e5-454f-b151-31693655b570
41386625,2016-04-12,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,10,,b5244946-a71d-4f5b-8cf4-1eda82409d20
41247789,2014-09-22,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,16,,6b1e6c31-15da-4655-a41d-ebd2ae8ab4c3
41683392,2014-05-16,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,20,,75c9a69f-d679-449c-bd04-0354a54bab0f
41366910,2015-05-07,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,9,A,13f9a93c-f382-4647-b122-cb7f448c9592
50009978,2014-06-04,03B,"Shellfish not from approved source, improperly tagged/labeled; tags not retained for 90 days.",Critical,19,,6161df27-ab71-4768-bc19-ce93bb1bcad0
50033515,2015-09-16,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,eab2672a-8c47-459b-9ba1-1f5222723f79
41561140,2013-06-18,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,28,,9b4656a5-3037-4b41-885f-0e26c8f0e1c7
41313080,2014-06-27,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,98f11b67-57b6-4c66-974f-44511f0f1bf0
50008857,2016-02-04,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,b5959801-259f-487a-a850-a2d6b738d697
41567088,2015-04-28,09B,Thawing procedures improper.,Not Critical,39,,afe0710e-b516-417a-b468-e99a0cfdca4a
50013653,2016-06-23,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,52,,f4ab55b3-fb15-4012-b4f0-6bc7dac65859
41386543,2014-12-15,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,35,C,29e8579a-0116-4bc6-b8e0-7cf2fa70bf8e
41308519,2013-07-05,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,55,,e06d9ea5-723e-4788-adda-5c5a45fe726f
50048772,2016-09-01,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,28,,8ceaaa1d-0eb7-44a8-8b6a-97afd66e8e88
41009780,2015-01-24,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,13,,31b4eb2b-91c7-44a3-b9da-279441e01cb1
41418714,2013-11-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,9,,ef3ddad1-3dd9-45e6-ad91-e4a5a31b97c0
41521630,2014-11-14,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9,A,8f19f5cd-3ddb-4df4-9c8c-531c8285957a
41626630,2016-08-18,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,22,,b6313f3d-fff2-49f0-8afc-637fadafcdcd
50005349,2016-03-23,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A,082aac92-48fb-4ec5-9c06-0df68c93e70e
41292261,2014-09-23,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,26,,1ccb259c-4bbc-496e-9095-3ad60ac41025
41120361,2014-02-26,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,20,B,20cf0817-d3e8-4a9c-93fc-fb631ef534d6
41399360,2013-10-21,04M,Live roaches present in facility's food and/or non-food areas.,Critical,26,,23ac5970-963f-4e24-8d7d-4dfec22b12fc
40635366,2016-06-09,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,17,B,26493e1d-b23e-4df8-9863-7d3acee897e6
41651826,2014-12-08,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,fc50286b-add6-4828-a674-cdf055f7c24a
41652417,2014-05-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,53,C,2a75c3e3-e381-450d-a942-440f5901d39f
41640858,2016-02-10,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A,9efcb539-0435-45b2-a046-adbd6d94a79b
41531279,2014-08-13,03A,Food from unapproved or unknown source or home canned. Reduced oxygen packaged (ROP) fish not frozen before processing; or ROP foods prepared on premises transported to another site.,Critical,27,,41add60b-9fb2-4f2d-9eac-1070b0d71849
41347936,2013-08-17,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,10,,9523ba56-3984-4f1c-b4ff-c85e818adb37
50006762,2014-04-11,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,,d612440e-1de5-40f4-978c-a2f57503d5bd
41703681,2014-01-30,10D,"Mechanical or natural ventilation system not provided, improperly installed, in disrepair and/or fails to prevent excessive build-up of grease, heat, steam condensation vapors, odors, smoke, and fumes.",Not Critical,27,,a23d2e47-9b6f-4163-96b2-4a9b4a5a5974
41297789,2013-03-25,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,11,A,3b9d2280-22c0-4858-b749-0a1095ac7d1f
