idRestaurant,name,borough,buildingnum,street,zipcode,phone,cuisineType,inspectionDate,violationCode,violationDescription,criticalFlag,score,grade
50015384,SUSHI Q JAPANESE RESTAURANT,BRONX,1610,CROSBY AVE,10461,9176718005,Japanese,2014-09-17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,19,
40396231,DELMONICO GOURMET,MANHATTAN,375,LEXINGTON AVENUE,10017,2126610150,American,2014-07-03,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,19,B
40383354,THE CORNELIA STREET CAFE,MANHATTAN,29,CORNELIA STREET,10014,2129899319,American,2014-04-02,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,10,A
41303343,LENG AUTHENTIC THAI ASIAN,QUEENS,3309,BROADWAY,11106,7189567117,Thai,2013-11-19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,44,
41619555,T-FUSION STEAK HOUSE,BROOKLYN,3223,QUENTIN ROAD,11234,7189980002,Jewish/Kosher,2013-11-21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,A
40363289,HAPPY GARDEN,BRONX,1236,238 SPOFFORD AVE,10474,7186171818,Chinese,2013-12-30,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A
41293635,NO. 1 CHINESE KITCHEN,STATEN ISLAND,209,PORT RICHMOND AVE,10302,7188161836,Chinese,2013-11-07,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,22,
50011516,SUBWAY,BROOKLYN,2486,CONEY ISLAND AVE,11223,7183366782,Sandwiches,2015-06-22,05D,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,Critical,12,A
50033519,DOUBLE FIRE GOURMET,BROOKLYN,2122,86TH ST,11214,7184839898,Chinese,2015-07-09,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,12,A
50038120,SHUN WON FLUSHING,QUEENS,4127,MAIN ST,11355,3475750596,Chinese,2016-07-14,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A
40873692,LUIGI'S CATERING,QUEENS,11208,101 AVENUE,11419,7184414111,Italian,2016-01-08,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,7,A
50033595,BLACK TAP,MANHATTAN,529,BROOME ST,10013,9176393089,American,2016-02-10,09C,Food contact surface not properly maintained.,Not Critical,11,A
50006804,NURNBERGER,STATEN ISLAND,815,CASTLETON AVE,10310,7188167500,German,2016-02-02,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,8,A
41685529,16 HANDLES,MANHATTAN,428,3 AVENUE,10016,2122131755,"Ice Cream, Gelato, Yogurt, Ices",2014-01-06,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,12,
41582191,LATIN PARADISE,STATEN ISLAND,2032,RICHMOND TERRACE,10302,9176278797,American,2014-02-15,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,19,
50008770,NuNoodle,QUEENS,8910,QUEENS BLVD,11373,7185058858,Chinese,2016-05-05,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,8,A
41721069,MASAKI TERIYAKI & SUSHI,BROOKLYN,11,PUTNAM AVENUE,11238,7186222228,Japanese,2016-06-13,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A
40965396,CORNER STYLE,BRONX,1195,WALTON AVENUE,10452,7184108460,American,2014-07-07,10J,''Wash hands' sign not posted at hand wash facility.,Not Critical,9,A
41570238,MELVINS MISS LILY'S,MANHATTAN,130,WEST HOUSTON STREET,10012,6465885375,Caribbean,2015-02-18,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,24,
40364362,21 CLUB,MANHATTAN,21,WEST   52 STREET,10019,2125827200,American,2014-04-15,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,30,
50008983,Aita Trattoria,BROOKLYN,798A,FRANKLIN AVE,11238,9179662670,Italian,2015-04-15,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,12,A
41336336,SOPHIE'S,MANHATTAN,507,EAST    5 STREET,10009,2122285680,American,2013-07-09,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,24,B
41552184,NOM WAH TEA/DIM SUM PALOR,MANHATTAN,13,DOYERS STREET,10013,2129626047,Chinese,2015-03-30,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,6,A
41334037,TRIPLE A DINER,MANHATTAN,2061,2 AVENUE,10029,2124106950,American,2016-06-08,16B,"The original nutritional fact labels and/or ingredient label for a cooking oil, shortening or margarine or food item sold in bulk, or acceptable manufacturer's documentation not maintained on site.",Not Critical,0,
41437526,NELLO,MANHATTAN,696,MADISON AVENUE,10065,2129809099,Italian,2013-10-21,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,16,
41665001,M.A'S FISH & CHIPS PLUS,BROOKLYN,508,NOSTRAND AVENUE,11216,3479554646,Soul Food,2013-06-11,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A
40687266,BARTOW PIZZA,BRONX,2045,BARTOW AVE,10475,7186717898,Pizza,2013-02-05,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A
41684927,NEW YAJAI THAI FOOD,QUEENS,3316,30 AVENUE,11103,7189569559,Thai,2013-06-14,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,19,B
41721168,PRIMAVERA CAFE,BRONX,387,EAST FORDHAM ROAD,10458,7182958801,American,2014-04-12,,,Not Applicable,0,
50014806,MI CASA BAKERY,BRONX,936,MORRIS AVE,10456,9178011196,Bakery,2014-10-04,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A
40510335,DEVON & BLAKELY,MANHATTAN,250,PARK AVENUE,10003,2126610101,American,2013-03-27,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
41368920,HERMES BILLIARDS & CAFE,QUEENS,10214,JAMAICA AVENUE,11418,7184418340,American,2014-07-17,22A,"Nuisance created or allowed to exist. Facility not free from unsafe, hazardous, offensive or annoying conditions.",Not Critical,0,
40673117,10TH AVENUE PIZZA & CAFE,MANHATTAN,256,10TH AVE BET 24 & 25 ST ),10001,2123669222,Pizza,2014-10-20,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,
41253814,U WAY,MANHATTAN,74,5 AVENUE,10011,2129891313,American,2013-12-05,04M,Live roaches present in facility's food and/or non-food areas.,Critical,33,
50009420,PINO'S,BROOKLYN,2025,BATH AVE,11214,7189969750,Pizza/Italian,2016-09-19,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A
41699100,EL CHALACO RESTAURANT PERUANO,QUEENS,11017,JAMAICA AVENUE,11418,7184410131,Peruvian,2013-10-17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,16,
40386722,SANREMO PIZZA,QUEENS,5601,MYRTLE AVENUE,11385,7184971903,Pizza,2015-11-12,,,Not Applicable,0,
50050795,I LOVE NY PIZZA,BRONX,2086,ARTHUR AVE,10457,3475771844,Pizza,2016-08-24,20A,Food allergy information poster not conspicuously posted where food is being prepared or processed by food workers.,Not Critical,0,
50012867,CHILLZ RESTAURANT,BRONX,4744,WHITE PLAINS RD,10470,3473469868,Caribbean,2014-11-15,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,18,B
40859028,THE ISLANDS,BROOKLYN,803,WASHINGTON AVENUE,11238,7183983575,Caribbean,2015-06-01,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,25,B
40546650,GIAN PIERO BAKERY,QUEENS,4417,30 AVENUE,11103,7182748959,Bakery,2015-02-12,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,18,
41566907,LAS PANTERAS NEGRAS RESTAURANT,MANHATTAN,2130,2 AVENUE,10029,9174927730,Mexican,2016-01-19,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A
40842393,PETER DILLON'S BAR,MANHATTAN,130,EAST   40 STREET,10016,2122133998,Irish,2015-02-05,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A
50010973,KITCHEN 79,QUEENS,3770,79TH ST,11372,7188036227,Thai,2016-09-21,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,20,
41514880,EL PANCHO STEAK HOUSE,BRONX,43,BRUCKNER BOULEVARD,10454,7185855855,Steak,2015-11-17,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,28,
41486152,SVETSARAH,QUEENS,7327,MAIN ST,11367,7185207770,Jewish/Kosher,2016-08-29,04M,Live roaches present in facility's food and/or non-food areas.,Critical,10,A
41448965,UNITED FEDERATION OF TEACHERS,MANHATTAN,52,BROADWAY,10004,2125106412,American,2016-05-19,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,13,A
40399090,EUROPA CAFE,MANHATTAN,1177,AVENUE OF THE AMERICAS,10036,2125757272,CafÃƒÂ©/Coffee/Tea,2015-01-15,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,7,A
41296528,EVOLVE,MANHATTAN,221,EAST 58 STREET,10022,2123553395,American,2013-02-06,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,61,
41449335,SUBWAY,BROOKLYN,1709,BROADWAY,11207,7189283888,Sandwiches,2016-07-20,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,20,
41335337,LOBSTER BOX,BRONX,34,CITY ISLAND AVE,10464,7188851952,Seafood,2013-05-29,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,
40383763,COUSIN JOHN'S CAFE AND BAKERY,BROOKLYN,70,7 AVENUE,11217,7186227333,Bakery,2013-12-11,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,11,A
41561225,HOT CHIX,BROOKLYN,110,DEKALB AVENUE,11201,7184511122,Chicken,2014-04-08,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,24,
41722525,HELL'S CHICKEN,MANHATTAN,641,10 AVENUE,10036,2127571120,Korean,2014-12-04,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,38,
41645543,HAVEN ROOFTOP / SANCTUARY HOTEL,MANHATTAN,130132,W 47TH ST,10036,2123820600,American,2015-02-23,03E,Potable water supply inadequate. Water or ice not potable or from unapproved source.  Cross connection in potable water supply system observed.,Critical,60,
50006337,D ELICI,MANHATTAN,71,NASSAU ST,10038,2125875740,American,2014-03-18,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,10,
41478586,JJ'S COFFEE SHOP AND RESTAURANT FRITAILLE,BROOKLYN,4021,GLENWOOD ROAD,11210,3476362850,Caribbean,2015-10-29,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,10,A
41267424,SWISS RE,MANHATTAN,55,EAST 52 STREET,10055,2123175666,American,2015-08-13,,,Not Applicable,0,A
41103981,GRAND CAFE/ FRESH ORGANIC,QUEENS,3701,30 AVENUE,11103,7187777321,Greek,2016-05-19,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,39,
40402393,HARVARD CLUB,MANHATTAN,27,WEST   44 STREET,10036,2128406600,American,2015-03-04,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,11,A
40799021,BRAVO'S RESTAURANT &  CAFE,QUEENS,377,SENECA AVENUE,11385,7188210492,Spanish,2016-05-27,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,
40528297,VIA ITALIA RISTORANTE,MANHATTAN,45,WEST   46 STREET,10036,2123986866,Italian,2013-09-10,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,18,B
50036518,68 TASTE OF CHINA,QUEENS,6824,FRESH MEADOW LN,11365,7184612100,Chinese,2015-05-26,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,49,
41083574,LAND THAI KITCHEN,MANHATTAN,450,AMSTERDAM AVENUE,10024,2125018121,Thai,2015-03-04,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,17,B
50000709,BAGEL TREE,MANHATTAN,245,E 124TH ST,10035,6465598912,Bagels/Pretzels,2016-02-19,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,23,B
40852267,CHAP A NOSH/YUN KEE,BROOKLYN,1424,ELM AVENUE,11230,7186270072,Jewish/Kosher,2016-03-31,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A
41362111,PANNA II GARDEN INDIAN RESTAURANT,MANHATTAN,93,1ST AVE,10003,2125984610,Indian,2014-11-06,15L,"Smoke free workplace smoking policy inadequate, not posted, not provided to employees.",Not Critical,0,
41542461,C & L OF EAST OCEAN RESTAURANT,BROOKLYN,5304,8 Ave,11220,7184386668,Chinese,2016-04-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A
50011626,BROADWAY BAKERY,QUEENS,8622,BROADWAY,11373,7188981128,Chinese,2015-03-11,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,13,A
40369849,GINO'S PIZZERIA,QUEENS,6132,SPRINGFIELD BOULEVARD,11364,7182251475,Pizza/Italian,2015-09-28,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,25,
41628364,CHINA TASTE,MANHATTAN,1570,2 AVENUE,10028,2126500189,Chinese,2014-05-29,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,26,B
41010148,NEW LANE PIZZERIA,QUEENS,7519,JAMAICA AVENUE,11421,7182965263,Pizza/Italian,2014-06-12,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,20,
40913297,STARBUCKS,MANHATTAN,560,LEXINGTON AVENUE,10022,2127512937,CafÃƒÂ©/Coffee/Tea,2015-01-22,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,9,A
41706396,LUCKY SIX HAPPY,QUEENS,1479,BEACH CHANNEL DRIVE,11691,7183372888,Chinese,2015-01-10,09C,Food contact surface not properly maintained.,Not Critical,26,B
50045881,GRUNAUER,MANHATTAN,1578,1ST AVE,10028,2129881077,German,2016-07-14,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A
50017694,BLACK TAP,MANHATTAN,248,W 14TH ST,10011,2126757236,American,2015-03-19,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,15,
40547904,BUONA NOTTE RISTORANTE,MANHATTAN,120,MULBERRY STREET,10013,2129651111,Italian,2014-04-14,09A,Canned food product observed dented and not segregated from other consumable food items.,Not Critical,7,A
41311372,SUBWAY/ARTHUR TREACHER'S/NATHAN'S/CHURCH'S CHICKEN,MANHATTAN,705,8 AVENUE,10036,2123159600,American,2015-02-23,10E,Accurate thermometer not provided in refrigerated or hot holding equipment.,Not Critical,13,A
50046845,MIKES DELI RESTAURANT,BROOKLYN,10013,FOSTER AVE,11236,7182572900,Delicatessen,2016-10-12,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,29,Z
41166779,EISENBERG'S SANDWICH SHOP,MANHATTAN,174,5 AVENUE,10010,2126750276,Sandwiches,2014-03-14,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,32,
50035784,BIG WONG RESTAURANT,MANHATTAN,67,MOTT ST,10013,2129640540,Chinese,2015-11-30,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,18,
50000732,LOWER EAST SIDE PIZZA,MANHATTAN,181,EAST BROADWAY,10002,6467564448,Pizza,2014-04-08,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,27,
41463147,MASAKE,BROOKLYN,1704,AVENUE M,11230,7189988670,Chinese/Japanese,2014-11-20,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,13,A
50048074,GREAT WALL NYC,BRONX,159,W TREMONT AVE,10453,7185837241,Chinese,2016-07-11,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,16,B
40584086,CHO DANG GOL,MANHATTAN,55,WEST   35 STREET,10001,2126958222,Korean,2015-07-21,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,47,
50003580,XING WONG BBQ,MANHATTAN,89,E BROADWAY,10002,2127798899,Chinese,2014-05-01,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,26,B
50018784,SAWASDE THAI COOKING,BROOKLYN,359,MCDONALD AVE,11218,7184360589,Thai,2016-09-20,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,
40394366,EMPIRE SZECHUAN NOODLE HOUSE,MANHATTAN,4041,BROADWAY,10032,2125681600,Chinese,2014-12-04,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,11,
40378822,UNION HALL,STATEN ISLAND,502,HENDERSON AVE,10310,7184422133,American,2013-11-08,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,18,
40739378,TOM'S DELICIOUS PIZZA,MANHATTAN,3161,BROADWAY,10027,2129322100,Pizza,2015-01-13,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,16,
40898366,ASHBY'S SPECIALTY,MANHATTAN,120,BROADWAY,10002,2125130702,American,2013-09-05,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,13,A
41709826,RAJ'S INDIAN KITCHEN,QUEENS,2718,QUEENS PLAZA SOUTH,11101,7183618844,Indian,2016-09-15,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,20,Z
41292258,ABITINO'S PIZZA,MANHATTAN,936,2 AVENUE,10022,2123081234,Pizza,2014-12-08,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,16,
41522848,MANNA'S RESTAURANT,MANHATTAN,2353,8 AVENUE,10027,2127499084,Soul Food,2015-09-14,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,10,A
41585136,DELMY FOOD,BRONX,456,EAST  149 STREET,10455,6463261014,Spanish,2015-06-30,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,12,A
41591385,POPEYES,QUEENS,11000,ROCKAWAY BOULEVARD,11420,7182153308,American,2014-04-25,06A,Personal cleanliness inadequate. Outer garment soiled with possible contaminant.  Effective hair restraint not worn in an area where food is prepared.,Critical,13,A
41627475,HAPPY DAYS DINER,BROOKLYN,148,MONTAGUE STREET,11201,7188758361,American,2014-03-25,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,18,B
41291603,DONOVAN'S GRILL & TAVERN,QUEENS,21416,41 AVENUE,11361,7184235353,American,2015-10-20,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,11,A
40980328,CLEARVIEW PARK (GOLF COURSE),QUEENS,20212,WILLETS POINT BOULEVARD,11360,7182292570,American,2013-08-22,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A
50036333,MAXIM GARDEN,QUEENS,13861,QUEENS BLVD,11435,7186579417,Chinese,2016-05-09,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,11,
41545605,KAVA CAFE,MANHATTAN,803,WASHINGTON STREET,10014,2122557495,CafÃƒÂ©/Coffee/Tea,2013-08-12,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,24,
50009140,LIC LANDING BY COFFEED,QUEENS,5210,CENTER BLVD,11109,7186061299,American,2015-10-27,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
40553443,DISTILLED,MANHATTAN,211,WEST BROADWAY,10013,2124310700,American,2014-07-31,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,18,
41589254,POTBELLY SANDWICH WORKS,MANHATTAN,150,EAST   44 STREET,10017,6462894202,American,2015-08-20,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,27,
41474595,TRI TIP GRILL,MANHATTAN,30,ROCKERFELLER PLAZA,10112,2126641030,Southwestern,2015-06-11,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A
50046983,MOMOYA CHELSEA,MANHATTAN,185,7TH AVE,10011,9174960521,Japanese,2016-04-18,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,12,A
41691159,GRAND CAFE,BRONX,1650,GRAND CONCOURSE,10457,7184661267,American,2013-12-19,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,38,
41224668,U.N. FEDERAL CREDIT UNION,QUEENS,2401,44 ROAD,11101,3474183702,Continental,2014-02-24,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,12,A
41693835,KENNEDY FRIED CHICKEN,BRONX,3216,3 AVENUE,10451,7189933808,Chicken,2013-10-08,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,10,A
40858719,BAR TOTO,BROOKLYN,411,11 STREET,11215,7187684698,Italian,2014-05-22,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,11,A
40596549,POLLOS A LA BARASA MARIO,QUEENS,4019,BROADWAY,11103,7189322424,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2015-04-30,09C,Food contact surface not properly maintained.,Not Critical,10,A
41576495,EL POLLO INKA PERU,QUEENS,8912,NORTHERN BOULEVARD,11372,7185052822,Peruvian,2013-12-18,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facility's food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,25,B
41356077,BISTANGO,MANHATTAN,415,3 AVENUE,10016,2127258484,Italian,2014-01-29,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,22,B
40827529,EAST DYNASTY,BRONX,1634,CROSBY AVE,10461,7188237885,Chinese,2014-08-08,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,12,A
41224482,SIDE BAR,MANHATTAN,120,EAST 15 STREET,10003,2126772900,American,2014-06-19,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,37,
41636405,ASIAN FOOD LTD,QUEENS,8335,PARSONS BLVD,11432,7186583841,Filipino,2014-09-30,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,20,
41641855,TACOS Y QUESADILLAS MEXICO,QUEENS,10440,CORONA AVE,11368,7182714260,Mexican,2014-05-22,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,54,
40388194,SOB's,MANHATTAN,200,VARICK STREET,10014,2122434940,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-06-03,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,16,
40799056,ABIGAEL'S ON BROADWAY,MANHATTAN,1407,BROADWAY,10018,2125751407,Jewish/Kosher,2015-03-24,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,28,
41485393,MY CORAL RESTAURANT,BROOKLYN,5401,4 AVENUE,11220,7184922009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2014-07-15,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,29,
